Data,Produto,Categoria,Cliente,Quantidade Vendida,Estoque Atual,Preço Unitário,Localização
2025-10-29,Camisa Corporativa,Corporativo,Colégio Delta,30,191,99.9,Salvador
2025-10-30,Camisa Corporativa,Corporativo,Hospital Saúde+,20,171,99.9,Itabuna
2025-10-31,Uniforme Escolar,Escolar,Colégio Beta,22,111,89.9,Camaçari
2025-11-01,Camisa Corporativa,Corporativo,Hospital Saúde+,39,132,99.9,Lauro de Freitas
2025-11-02,Camisa Corporativa,Corporativo,Indústria X,9,123,99.9,Feira de Santana
2025-11-03,Macacão Industrial,Industrial,Colégio Alfa,39,168,149.9,Camaçari
2025-11-04,Uniforme Escolar,Escolar,Colégio Delta,39,72,89.9,Ilhéus
2025-11-05,Camisa Corporativa,Corporativo,Indústria Y,29,94,99.9,Vitória da Conquista
2025-11-06,Camisa Corporativa,Corporativo,Colégio Beta,37,57,99.9,Salvador
2025-11-07,Macacão Industrial,Industrial,Colégio Delta,32,136,149.9,Camaçari
2025-11-08,Macacão Industrial,Industrial,Empresa Gama,21,115,149.9,Lauro de Freitas
2025-11-09,Jaleco Hospitalar,Hospitalar,Indústria Y,39,327,129.9,Itabuna
2025-11-10,Macacão Industrial,Industrial,Hospital Saúde+,18,97,149.9,Camaçari
2025-11-11,Macacão Industrial,Industrial,Empresa Beta,40,57,149.9,Lauro de Freitas
2025-11-12,Camisa Corporativa,Corporativo,Colégio Alfa,19,38,99.9,Feira de Santana
2025-11-13,Macacão Industrial,Industrial,Hospital Vida,20,37,149.9,Ilhéus
2025-11-14,Camisa Corporativa,Corporativo,Indústria Y,13,25,99.9,Salvador
2025-11-15,Camisa Corporativa,Corporativo,Indústria Y,44,266,99.9,Salvador
2025-11-16,Macacão Industrial,Industrial,Hospital Vida,31,6,149.9,Lauro de Freitas
2025-11-17,Camisa Corporativa,Corporativo,Colégio Delta,12,254,99.9,Lauro de Freitas
2025-11-18,Macacão Industrial,Industrial,Colégio Beta,31,377,149.9,Camaçari
2025-11-19,Uniforme Escolar,Escolar,Hospital Saúde+,40,32,89.9,Ilhéus
2025-11-20,Camisa Corporativa,Corporativo,Empresa Gama,15,239,99.9,Jequié
2025-11-21,Camisa Corporativa,Corporativo,Indústria X,23,216,99.9,Feira de Santana
2025-11-22,Jaleco Hospitalar,Hospitalar,Colégio Beta,50,277,129.9,Feira de Santana
2025-11-23,Macacão Industrial,Industrial,Empresa Gama,14,363,149.9,Feira de Santana
2025-11-24,Uniforme Escolar,Escolar,Colégio Alfa,5,27,89.9,Salvador
2025-11-25,Camisa Corporativa,Corporativo,Indústria Y,17,199,99.9,Salvador
2025-11-26,Uniforme Escolar,Escolar,Empresa Gama,25,2,89.9,Ilhéus
2025-11-27,Uniforme Escolar,Escolar,Hospital Vida,20,289,89.9,Camaçari
2025-11-28,Camisa Corporativa,Corporativo,Colégio Beta,43,156,99.9,Feira de Santana
2025-11-29,Uniforme Escolar,Escolar,Colégio Delta,20,269,89.9,Salvador
2025-11-30,Macacão Industrial,Industrial,Empresa Beta,5,358,149.9,Salvador
2025-12-01,Camisa Corporativa,Corporativo,Colégio Beta,34,122,99.9,Salvador
2025-12-02,Macacão Industrial,Industrial,Hospital Vida,47,311,149.9,Lauro de Freitas
2025-12-03,Camisa Corporativa,Corporativo,Empresa Beta,18,104,99.9,Lauro de Freitas
2025-12-04,Jaleco Hospitalar,Hospitalar,Indústria Y,11,266,129.9,Itabuna
2025-12-05,Jaleco Hospitalar,Hospitalar,Colégio Beta,45,221,129.9,Feira de Santana
2025-12-06,Uniforme Escolar,Escolar,Empresa Beta,38,231,89.9,Salvador
2025-12-07,Jaleco Hospitalar,Hospitalar,Colégio Alfa,19,202,129.9,Ilhéus
2025-12-08,Jaleco Hospitalar,Hospitalar,Colégio Alfa,8,194,129.9,Camaçari
2025-12-09,Jaleco Hospitalar,Hospitalar,Indústria X,43,151,129.9,Ilhéus
2025-12-10,Uniforme Escolar,Escolar,Empresa Beta,15,216,89.9,Lauro de Freitas
2025-12-11,Uniforme Escolar,Escolar,Empresa Beta,13,203,89.9,Ilhéus
2025-12-12,Jaleco Hospitalar,Hospitalar,Colégio Beta,6,145,129.9,Ilhéus
2025-12-13,Jaleco Hospitalar,Hospitalar,Empresa Beta,28,117,129.9,Feira de Santana
2025-12-14,Camisa Corporativa,Corporativo,Indústria Y,43,61,99.9,Lauro de Freitas
2025-12-15,Uniforme Escolar,Escolar,Indústria X,49,154,89.9,Camaçari
2025-12-16,Camisa Corporativa,Corporativo,Empresa Beta,27,34,99.9,Feira de Santana
2025-12-17,Macacão Industrial,Industrial,Empresa Beta,26,285,149.9,Salvador
2025-12-18,Macacão Industrial,Industrial,Colégio Alfa,29,256,149.9,Itabuna
2025-12-19,Jaleco Hospitalar,Hospitalar,Hospital Vida,11,106,129.9,Ilhéus
2025-12-20,Macacão Industrial,Industrial,Hospital Saúde+,23,233,149.9,Camaçari
2025-12-21,Jaleco Hospitalar,Hospitalar,Empresa Beta,39,67,129.9,Camaçari
2025-12-22,Camisa Corporativa,Corporativo,Indústria X,24,10,99.9,Salvador
2025-12-23,Macacão Industrial,Industrial,Empresa Beta,11,222,149.9,Jequié
2025-12-24,Jaleco Hospitalar,Hospitalar,Colégio Beta,44,23,129.9,Salvador
2025-12-25,Macacão Industrial,Industrial,Hospital Saúde+,23,199,149.9,Ilhéus
2025-12-26,Camisa Corporativa,Corporativo,Colégio Delta,9,1,99.9,Ilhéus
2025-12-27,Camisa Corporativa,Corporativo,Indústria Y,12,334,99.9,Lauro de Freitas
2025-12-28,Uniforme Escolar,Escolar,Hospital Saúde+,15,139,89.9,Jequié
2025-12-29,Macacão Industrial,Industrial,Indústria X,41,158,149.9,Camaçari
2025-12-30,Uniforme Escolar,Escolar,Indústria Y,24,115,89.9,Ilhéus
2025-12-31,Camisa Corporativa,Corporativo,Empresa Gama,47,287,99.9,Camaçari
2026-01-01,Jaleco Hospitalar,Hospitalar,Empresa Beta,37,308,129.9,Camaçari
2026-01-02,Macacão Industrial,Industrial,Indústria Y,12,146,149.9,Camaçari
2026-01-03,Uniforme Escolar,Escolar,Colégio Delta,29,86,89.9,Camaçari
2026-01-04,Macacão Industrial,Industrial,Empresa Beta,43,103,149.9,Vitória da Conquista
2026-01-05,Camisa Corporativa,Corporativo,Hospital Vida,30,257,99.9,Lauro de Freitas
2026-01-06,Macacão Industrial,Industrial,Colégio Alfa,33,70,149.9,Salvador
2026-01-07,Macacão Industrial,Industrial,Hospital Saúde+,43,27,149.9,Itabuna
2026-01-08,Jaleco Hospitalar,Hospitalar,Empresa Beta,11,297,129.9,Lauro de Freitas
2026-01-09,Uniforme Escolar,Escolar,Empresa Gama,42,44,89.9,Salvador
2026-01-10,Macacão Industrial,Industrial,Indústria X,5,22,149.9,Lauro de Freitas
2026-01-11,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,33,264,129.9,Lauro de Freitas
2026-01-12,Camisa Corporativa,Corporativo,Colégio Beta,26,231,99.9,Ilhéus
2026-01-13,Uniforme Escolar,Escolar,Empresa Beta,34,10,89.9,Salvador
2026-01-14,Uniforme Escolar,Escolar,Hospital Saúde+,48,455,89.9,Lauro de Freitas
2026-01-15,Macacão Industrial,Industrial,Colégio Beta,9,13,149.9,Lauro de Freitas
2026-01-16,Uniforme Escolar,Escolar,Hospital Saúde+,7,448,89.9,Salvador
2026-01-17,Uniforme Escolar,Escolar,Indústria X,50,398,89.9,Camaçari
2026-01-18,Uniforme Escolar,Escolar,Indústria Y,6,392,89.9,Itabuna
2026-01-19,Uniforme Escolar,Escolar,Colégio Beta,38,354,89.9,Salvador
2026-01-20,Camisa Corporativa,Corporativo,Colégio Beta,40,191,99.9,Camaçari
2026-01-21,Uniforme Escolar,Escolar,Colégio Delta,45,309,89.9,Camaçari
2026-01-22,Camisa Corporativa,Corporativo,Indústria Y,29,162,99.9,Vitória da Conquista
2026-01-23,Macacão Industrial,Industrial,Indústria Y,8,5,149.9,Feira de Santana
2026-01-24,Jaleco Hospitalar,Hospitalar,Indústria Y,27,237,129.9,Feira de Santana
2026-01-25,Camisa Corporativa,Corporativo,Colégio Delta,23,139,99.9,Vitória da Conquista
2026-01-26,Camisa Corporativa,Corporativo,Colégio Delta,29,110,99.9,Camaçari
2026-01-27,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,22,215,129.9,Lauro de Freitas
2026-01-28,Camisa Corporativa,Corporativo,Empresa Gama,44,66,99.9,Feira de Santana
2026-01-29,Uniforme Escolar,Escolar,Indústria Y,18,291,89.9,Salvador
2026-01-30,Camisa Corporativa,Corporativo,Indústria X,7,59,99.9,Camaçari
2026-01-31,Jaleco Hospitalar,Hospitalar,Colégio Beta,32,183,129.9,Vitória da Conquista
2026-02-01,Macacão Industrial,Industrial,Hospital Saúde+,19,286,149.9,Itabuna
2026-02-02,Macacão Industrial,Industrial,Colégio Delta,42,244,149.9,Salvador
2026-02-03,Jaleco Hospitalar,Hospitalar,Indústria X,35,148,129.9,Camaçari
2026-02-04,Jaleco Hospitalar,Hospitalar,Indústria X,41,107,129.9,Camaçari
2026-02-05,Macacão Industrial,Industrial,Colégio Beta,5,239,149.9,Ilhéus
2026-02-06,Camisa Corporativa,Corporativo,Empresa Gama,15,44,99.9,Feira de Santana
2026-02-07,Macacão Industrial,Industrial,Empresa Beta,39,200,149.9,Vitória da Conquista
2026-02-08,Jaleco Hospitalar,Hospitalar,Colégio Alfa,25,82,129.9,Ilhéus
2026-02-09,Macacão Industrial,Industrial,Indústria Y,16,184,149.9,Ilhéus
2026-02-10,Macacão Industrial,Industrial,Colégio Beta,37,147,149.9,Salvador
2026-02-11,Camisa Corporativa,Corporativo,Indústria X,16,28,99.9,Lauro de Freitas
2026-02-12,Jaleco Hospitalar,Hospitalar,Hospital Vida,50,32,129.9,Vitória da Conquista
2026-02-13,Jaleco Hospitalar,Hospitalar,Hospital Vida,21,11,129.9,Camaçari
2026-02-14,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,34,489,129.9,Vitória da Conquista
2026-02-15,Jaleco Hospitalar,Hospitalar,Colégio Alfa,33,456,129.9,Lauro de Freitas
2026-02-16,Camisa Corporativa,Corporativo,Colégio Alfa,39,419,99.9,Salvador
2026-02-17,Uniforme Escolar,Escolar,Empresa Gama,21,270,89.9,Feira de Santana
2026-02-18,Jaleco Hospitalar,Hospitalar,Colégio Delta,23,433,129.9,Salvador
2026-02-19,Macacão Industrial,Industrial,Empresa Beta,50,97,149.9,Lauro de Freitas
2026-02-20,Camisa Corporativa,Corporativo,Colégio Beta,22,397,99.9,Ilhéus
2026-02-21,Jaleco Hospitalar,Hospitalar,Empresa Beta,35,398,129.9,Feira de Santana
2026-02-22,Jaleco Hospitalar,Hospitalar,Empresa Gama,22,376,129.9,Camaçari
2026-02-23,Macacão Industrial,Industrial,Empresa Beta,36,61,149.9,Camaçari
2026-02-24,Jaleco Hospitalar,Hospitalar,Empresa Gama,38,338,129.9,Salvador
2026-02-25,Jaleco Hospitalar,Hospitalar,Colégio Beta,47,291,129.9,Salvador
2026-02-26,Uniforme Escolar,Escolar,Indústria X,16,254,89.9,Itabuna
2026-02-27,Macacão Industrial,Industrial,Colégio Beta,7,54,149.9,Feira de Santana
2026-02-28,Jaleco Hospitalar,Hospitalar,Empresa Beta,22,269,129.9,Salvador
2026-03-01,Macacão Industrial,Industrial,Hospital Saúde+,40,14,149.9,Itabuna
2026-03-02,Macacão Industrial,Industrial,Colégio Beta,40,331,149.9,Jequié
2026-03-03,Uniforme Escolar,Escolar,Empresa Gama,45,209,89.9,Salvador
2026-03-04,Jaleco Hospitalar,Hospitalar,Indústria X,19,250,129.9,Salvador
2026-03-05,Jaleco Hospitalar,Hospitalar,Colégio Alfa,31,219,129.9,Itabuna
2026-03-06,Macacão Industrial,Industrial,Hospital Vida,35,296,149.9,Ilhéus
2026-03-07,Camisa Corporativa,Corporativo,Colégio Beta,27,370,99.9,Salvador
2026-03-08,Camisa Corporativa,Corporativo,Hospital Saúde+,26,344,99.9,Salvador
2026-03-09,Jaleco Hospitalar,Hospitalar,Indústria Y,19,200,129.9,Ilhéus
2026-03-10,Jaleco Hospitalar,Hospitalar,Hospital Vida,47,153,129.9,Camaçari
2026-03-11,Uniforme Escolar,Escolar,Empresa Beta,36,173,89.9,Camaçari
2026-03-12,Macacão Industrial,Industrial,Empresa Beta,9,287,149.9,Ilhéus
2026-03-13,Jaleco Hospitalar,Hospitalar,Empresa Beta,13,140,129.9,Feira de Santana
2026-03-14,Uniforme Escolar,Escolar,Indústria Y,29,144,89.9,Lauro de Freitas
2026-03-15,Uniforme Escolar,Escolar,Colégio Delta,21,123,89.9,Vitória da Conquista
2026-03-16,Macacão Industrial,Industrial,Indústria Y,36,251,149.9,Ilhéus
2026-03-17,Camisa Corporativa,Corporativo,Indústria Y,31,313,99.9,Camaçari
2026-03-18,Camisa Corporativa,Corporativo,Empresa Gama,26,287,99.9,Vitória da Conquista
2026-03-19,Jaleco Hospitalar,Hospitalar,Indústria Y,29,111,129.9,Lauro de Freitas
2026-03-20,Macacão Industrial,Industrial,Empresa Gama,21,230,149.9,Camaçari
2026-03-21,Uniforme Escolar,Escolar,Hospital Vida,21,102,89.9,Vitória da Conquista
2026-03-22,Camisa Corporativa,Corporativo,Hospital Saúde+,48,239,99.9,Feira de Santana
2026-03-23,Jaleco Hospitalar,Hospitalar,Hospital Vida,27,84,129.9,Lauro de Freitas
2026-03-24,Uniforme Escolar,Escolar,Hospital Saúde+,38,64,89.9,Jequié
2026-03-25,Macacão Industrial,Industrial,Hospital Vida,50,180,149.9,Vitória da Conquista
2026-03-26,Uniforme Escolar,Escolar,Indústria Y,46,18,89.9,Itabuna
2026-03-27,Jaleco Hospitalar,Hospitalar,Hospital Vida,14,70,129.9,Salvador
2026-03-28,Macacão Industrial,Industrial,Colégio Delta,34,146,149.9,Salvador
2026-03-29,Macacão Industrial,Industrial,Indústria X,42,104,149.9,Feira de Santana
2026-03-30,Camisa Corporativa,Corporativo,Hospital Saúde+,38,201,99.9,Vitória da Conquista
2026-03-31,Uniforme Escolar,Escolar,Hospital Vida,11,7,89.9,Itabuna
2026-04-01,Macacão Industrial,Industrial,Indústria Y,19,85,149.9,Vitória da Conquista
2026-04-02,Uniforme Escolar,Escolar,Empresa Gama,31,490,89.9,Camaçari
2026-04-03,Uniforme Escolar,Escolar,Colégio Beta,7,483,89.9,Feira de Santana
2026-04-04,Macacão Industrial,Industrial,Hospital Vida,24,61,149.9,Salvador
2026-04-05,Macacão Industrial,Industrial,Indústria Y,32,29,149.9,Itabuna
2026-04-06,Jaleco Hospitalar,Hospitalar,Empresa Gama,5,65,129.9,Itabuna
2026-04-07,Jaleco Hospitalar,Hospitalar,Colégio Alfa,8,57,129.9,Vitória da Conquista
2026-04-08,Macacão Industrial,Industrial,Hospital Saúde+,50,364,149.9,Itabuna
2026-04-09,Jaleco Hospitalar,Hospitalar,Indústria X,22,35,129.9,Itabuna
2026-04-10,Camisa Corporativa,Corporativo,Colégio Beta,41,160,99.9,Lauro de Freitas
2026-04-11,Uniforme Escolar,Escolar,Indústria Y,5,478,89.9,Salvador
2026-04-12,Macacão Industrial,Industrial,Hospital Saúde+,25,339,149.9,Salvador
2026-04-13,Uniforme Escolar,Escolar,Hospital Saúde+,10,468,89.9,Vitória da Conquista
2026-04-14,Macacão Industrial,Industrial,Indústria Y,35,304,149.9,Feira de Santana
2026-04-15,Camisa Corporativa,Corporativo,Empresa Beta,39,121,99.9,Ilhéus
2026-04-16,Uniforme Escolar,Escolar,Indústria X,35,433,89.9,Lauro de Freitas
2026-04-17,Uniforme Escolar,Escolar,Hospital Saúde+,17,416,89.9,Salvador
2026-04-18,Jaleco Hospitalar,Hospitalar,Hospital Vida,38,450,129.9,Lauro de Freitas
2026-04-19,Camisa Corporativa,Corporativo,Indústria Y,9,112,99.9,Camaçari
2026-04-20,Uniforme Escolar,Escolar,Empresa Beta,50,366,89.9,Camaçari
2026-04-21,Uniforme Escolar,Escolar,Colégio Delta,20,346,89.9,Jequié
2026-04-22,Camisa Corporativa,Corporativo,Indústria Y,42,70,99.9,Salvador
2026-04-23,Jaleco Hospitalar,Hospitalar,Empresa Beta,19,431,129.9,Vitória da Conquista
2026-04-24,Camisa Corporativa,Corporativo,Empresa Gama,23,47,99.9,Salvador
2026-04-25,Macacão Industrial,Industrial,Hospital Vida,10,294,149.9,Camaçari
2026-04-26,Jaleco Hospitalar,Hospitalar,Empresa Gama,17,414,129.9,Jequié
2026-04-27,Uniforme Escolar,Escolar,Indústria Y,19,327,89.9,Itabuna
2026-04-28,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,7,407,129.9,Jequié
2026-04-29,Uniforme Escolar,Escolar,Empresa Gama,30,297,89.9,Salvador
2026-04-30,Camisa Corporativa,Corporativo,Empresa Beta,41,6,99.9,Itabuna
2026-05-01,Camisa Corporativa,Corporativo,Hospital Saúde+,37,357,99.9,Camaçari
2026-05-02,Macacão Industrial,Industrial,Hospital Vida,43,251,149.9,Vitória da Conquista
2026-05-03,Camisa Corporativa,Corporativo,Hospital Vida,41,316,99.9,Salvador
2026-05-04,Macacão Industrial,Industrial,Empresa Beta,29,222,149.9,Salvador
2026-05-05,Camisa Corporativa,Corporativo,Indústria X,49,267,99.9,Camaçari
2026-05-06,Camisa Corporativa,Corporativo,Colégio Beta,31,236,99.9,Itabuna
2026-05-07,Macacão Industrial,Industrial,Colégio Beta,47,175,149.9,Itabuna
2026-05-08,Uniforme Escolar,Escolar,Empresa Beta,6,291,89.9,Salvador
2026-05-09,Macacão Industrial,Industrial,Indústria X,32,143,149.9,Itabuna
2026-05-10,Camisa Corporativa,Corporativo,Empresa Gama,31,205,99.9,Itabuna
2026-05-11,Jaleco Hospitalar,Hospitalar,Colégio Beta,17,390,129.9,Jequié
2026-05-12,Uniforme Escolar,Escolar,Colégio Delta,40,251,89.9,Lauro de Freitas
2026-05-13,Macacão Industrial,Industrial,Indústria X,34,109,149.9,Jequié
2026-05-14,Uniforme Escolar,Escolar,Empresa Gama,18,233,89.9,Salvador
2026-05-15,Macacão Industrial,Industrial,Hospital Saúde+,6,103,149.9,Camaçari
2026-05-16,Uniforme Escolar,Escolar,Empresa Gama,27,206,89.9,Salvador
2026-05-17,Macacão Industrial,Industrial,Colégio Alfa,13,90,149.9,Itabuna
2026-05-18,Uniforme Escolar,Escolar,Indústria X,13,193,89.9,Lauro de Freitas
2026-05-19,Macacão Industrial,Industrial,Hospital Saúde+,40,50,149.9,Ilhéus
2026-05-20,Uniforme Escolar,Escolar,Hospital Vida,30,163,89.9,Jequié
2026-05-21,Macacão Industrial,Industrial,Hospital Vida,38,12,149.9,Jequié
2026-05-22,Macacão Industrial,Industrial,Indústria X,34,373,149.9,Ilhéus
2026-05-23,Macacão Industrial,Industrial,Colégio Alfa,18,355,149.9,Ilhéus
2026-05-24,Macacão Industrial,Industrial,Hospital Vida,46,309,149.9,Lauro de Freitas
2026-05-25,Camisa Corporativa,Corporativo,Hospital Saúde+,30,175,99.9,Salvador
2026-05-26,Macacão Industrial,Industrial,Hospital Vida,38,271,149.9,Jequié
2026-05-27,Macacão Industrial,Industrial,Colégio Alfa,34,237,149.9,Salvador
2026-05-28,Camisa Corporativa,Corporativo,Empresa Gama,46,129,99.9,Ilhéus
2026-05-29,Macacão Industrial,Industrial,Colégio Delta,25,212,149.9,Itabuna
2026-05-30,Uniforme Escolar,Escolar,Hospital Saúde+,5,158,89.9,Feira de Santana
2026-05-31,Macacão Industrial,Industrial,Indústria X,6,206,149.9,Ilhéus
2026-06-01,Macacão Industrial,Industrial,Indústria X,17,189,149.9,Vitória da Conquista
2026-06-02,Uniforme Escolar,Escolar,Empresa Beta,32,126,89.9,Ilhéus
2026-06-03,Macacão Industrial,Industrial,Empresa Gama,32,157,149.9,Jequié
2026-06-04,Camisa Corporativa,Corporativo,Colégio Alfa,40,89,99.9,Camaçari
2026-06-05,Macacão Industrial,Industrial,Colégio Alfa,20,137,149.9,Vitória da Conquista
2026-06-06,Camisa Corporativa,Corporativo,Colégio Alfa,46,43,99.9,Lauro de Freitas
2026-06-07,Jaleco Hospitalar,Hospitalar,Indústria Y,16,374,129.9,Jequié
2026-06-08,Jaleco Hospitalar,Hospitalar,Empresa Beta,25,349,129.9,Jequié
2026-06-09,Macacão Industrial,Industrial,Empresa Gama,34,103,149.9,Jequié
2026-06-10,Camisa Corporativa,Corporativo,Colégio Beta,23,20,99.9,Feira de Santana
2026-06-11,Camisa Corporativa,Corporativo,Empresa Gama,18,2,99.9,Itabuna
2026-06-12,Uniforme Escolar,Escolar,Indústria X,42,84,89.9,Vitória da Conquista
2026-06-13,Uniforme Escolar,Escolar,Hospital Saúde+,5,79,89.9,Lauro de Freitas
2026-06-14,Macacão Industrial,Industrial,Empresa Beta,6,97,149.9,Salvador
2026-06-15,Camisa Corporativa,Corporativo,Hospital Saúde+,40,468,99.9,Jequié
2026-06-16,Camisa Corporativa,Corporativo,Empresa Gama,35,433,99.9,Vitória da Conquista
2026-06-17,Camisa Corporativa,Corporativo,Colégio Delta,15,418,99.9,Salvador
2026-06-18,Macacão Industrial,Industrial,Empresa Gama,14,83,149.9,Jequié
2026-06-19,Macacão Industrial,Industrial,Hospital Vida,23,60,149.9,Jequié
2026-06-20,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,24,325,129.9,Jequié
2026-06-21,Camisa Corporativa,Corporativo,Colégio Delta,24,394,99.9,Ilhéus
2026-06-22,Camisa Corporativa,Corporativo,Empresa Beta,45,349,99.9,Feira de Santana
2026-06-23,Macacão Industrial,Industrial,Colégio Alfa,27,33,149.9,Feira de Santana
2026-06-24,Camisa Corporativa,Corporativo,Hospital Vida,14,335,99.9,Itabuna
2026-06-25,Uniforme Escolar,Escolar,Hospital Saúde+,40,39,89.9,Lauro de Freitas
2026-06-26,Macacão Industrial,Industrial,Indústria Y,22,11,149.9,Camaçari
2026-06-27,Jaleco Hospitalar,Hospitalar,Colégio Delta,8,317,129.9,Lauro de Freitas
2026-06-28,Jaleco Hospitalar,Hospitalar,Colégio Alfa,27,290,129.9,Camaçari
2026-06-29,Macacão Industrial,Industrial,Colégio Alfa,16,483,149.9,Feira de Santana
2026-06-30,Uniforme Escolar,Escolar,Empresa Beta,21,18,89.9,Lauro de Freitas
2026-07-01,Camisa Corporativa,Corporativo,Colégio Alfa,43,292,99.9,Ilhéus
2026-07-02,Macacão Industrial,Industrial,Hospital Saúde+,29,454,149.9,Jequié
2026-07-03,Macacão Industrial,Industrial,Empresa Beta,24,430,149.9,Ilhéus
2026-07-04,Camisa Corporativa,Corporativo,Indústria Y,43,249,99.9,Salvador
2026-07-05,Jaleco Hospitalar,Hospitalar,Empresa Beta,9,281,129.9,Salvador
2026-07-06,Camisa Corporativa,Corporativo,Indústria Y,41,208,99.9,Camaçari
2026-07-07,Camisa Corporativa,Corporativo,Hospital Vida,16,192,99.9,Itabuna
2026-07-08,Uniforme Escolar,Escolar,Empresa Beta,7,11,89.9,Vitória da Conquista
2026-07-09,Macacão Industrial,Industrial,Hospital Saúde+,44,386,149.9,Ilhéus
2026-07-10,Jaleco Hospitalar,Hospitalar,Colégio Delta,41,240,129.9,Ilhéus
2026-07-11,Uniforme Escolar,Escolar,Hospital Vida,17,453,89.9,Jequié
2026-07-12,Camisa Corporativa,Corporativo,Indústria Y,42,150,99.9,Itabuna
2026-07-13,Camisa Corporativa,Corporativo,Hospital Vida,6,144,99.9,Ilhéus
2026-07-14,Macacão Industrial,Industrial,Colégio Delta,36,350,149.9,Ilhéus
2026-07-15,Macacão Industrial,Industrial,Hospital Saúde+,30,320,149.9,Lauro de Freitas
2026-07-16,Jaleco Hospitalar,Hospitalar,Empresa Gama,5,235,129.9,Vitória da Conquista
2026-07-17,Camisa Corporativa,Corporativo,Colégio Delta,6,138,99.9,Feira de Santana
2026-07-18,Macacão Industrial,Industrial,Colégio Alfa,48,272,149.9,Ilhéus
2026-07-19,Macacão Industrial,Industrial,Empresa Beta,20,252,149.9,Jequié
2026-07-20,Jaleco Hospitalar,Hospitalar,Colégio Beta,17,218,129.9,Itabuna
2026-07-21,Uniforme Escolar,Escolar,Hospital Saúde+,17,436,89.9,Camaçari
2026-07-22,Jaleco Hospitalar,Hospitalar,Indústria X,24,194,129.9,Itabuna
2026-07-23,Camisa Corporativa,Corporativo,Empresa Beta,10,128,99.9,Lauro de Freitas
2026-07-24,Macacão Industrial,Industrial,Colégio Delta,31,221,149.9,Camaçari
2026-07-25,Uniforme Escolar,Escolar,Indústria X,23,413,89.9,Ilhéus
2026-07-26,Jaleco Hospitalar,Hospitalar,Colégio Beta,33,161,129.9,Itabuna
2026-07-27,Uniforme Escolar,Escolar,Colégio Alfa,5,408,89.9,Camaçari
2026-07-28,Jaleco Hospitalar,Hospitalar,Empresa Beta,37,124,129.9,Feira de Santana
2026-07-29,Camisa Corporativa,Corporativo,Empresa Gama,30,98,99.9,Camaçari
2026-07-30,Uniforme Escolar,Escolar,Empresa Gama,41,367,89.9,Camaçari
2026-07-31,Macacão Industrial,Industrial,Colégio Beta,12,209,149.9,Jequié
2026-08-01,Camisa Corporativa,Corporativo,Colégio Alfa,35,63,99.9,Vitória da Conquista
2026-08-02,Camisa Corporativa,Corporativo,Empresa Beta,31,32,99.9,Itabuna
2026-08-03,Uniforme Escolar,Escolar,Hospital Saúde+,12,355,89.9,Feira de Santana
2026-08-04,Jaleco Hospitalar,Hospitalar,Empresa Beta,28,96,129.9,Jequié
2026-08-05,Camisa Corporativa,Corporativo,Hospital Vida,36,467,99.9,Jequié
2026-08-06,Jaleco Hospitalar,Hospitalar,Indústria Y,27,69,129.9,Lauro de Freitas
2026-08-07,Macacão Industrial,Industrial,Colégio Delta,5,204,149.9,Vitória da Conquista
2026-08-08,Uniforme Escolar,Escolar,Hospital Vida,18,337,89.9,Lauro de Freitas
2026-08-09,Jaleco Hospitalar,Hospitalar,Colégio Delta,31,38,129.9,Jequié
2026-08-10,Macacão Industrial,Industrial,Hospital Vida,32,172,149.9,Feira de Santana
2026-08-11,Uniforme Escolar,Escolar,Indústria Y,15,322,89.9,Ilhéus
2026-08-12,Camisa Corporativa,Corporativo,Colégio Alfa,46,421,99.9,Ilhéus
2026-08-13,Jaleco Hospitalar,Hospitalar,Hospital Vida,43,254,129.9,Jequié
2026-08-14,Camisa Corporativa,Corporativo,Colégio Delta,37,384,99.9,Feira de Santana
2026-08-15,Macacão Industrial,Industrial,Colégio Beta,15,157,149.9,Camaçari
2026-08-16,Uniforme Escolar,Escolar,Hospital Saúde+,21,301,89.9,Salvador
2026-08-17,Camisa Corporativa,Corporativo,Hospital Vida,17,367,99.9,Itabuna
2026-08-18,Macacão Industrial,Industrial,Empresa Beta,26,131,149.9,Ilhéus
2026-08-19,Uniforme Escolar,Escolar,Hospital Saúde+,20,281,89.9,Jequié
2026-08-20,Macacão Industrial,Industrial,Empresa Beta,27,104,149.9,Itabuna
2026-08-21,Macacão Industrial,Industrial,Colégio Delta,8,96,149.9,Vitória da Conquista
2026-08-22,Jaleco Hospitalar,Hospitalar,Indústria X,27,227,129.9,Lauro de Freitas
2026-08-23,Uniforme Escolar,Escolar,Hospital Saúde+,38,243,89.9,Jequié
2026-08-24,Jaleco Hospitalar,Hospitalar,Colégio Beta,31,196,129.9,Jequié
2026-08-25,Macacão Industrial,Industrial,Hospital Vida,46,50,149.9,Feira de Santana
2026-08-26,Camisa Corporativa,Corporativo,Colégio Alfa,28,339,99.9,Camaçari
2026-08-27,Camisa Corporativa,Corporativo,Hospital Vida,21,318,99.9,Itabuna
2026-08-28,Jaleco Hospitalar,Hospitalar,Empresa Beta,21,175,129.9,Itabuna
